ProbeID	experiment_0	experiment_1	experiment_2	experiment_3	experiment_4	experiment_5	experiment_6	experiment_7	experiment_8	experiment_9	experiment_10	experiment_11	experiment_12	experiment_13	experiment_14	experiment_15	experiment_16	experiment_17	experiment_18	experiment_19	experiment_20	experiment_21	experiment_22	experiment_23	experiment_24	experiment_25	experiment_26	experiment_27	experiment_28	experiment_29	experiment_30	experiment_31	experiment_32	experiment_33	experiment_34	experiment_35	experiment_36	experiment_37	experiment_38	experiment_39	experiment_40	experiment_41	experiment_42	experiment_43	experiment_44	experiment_45	experiment_46	experiment_47	experiment_48	experiment_49	experiment_50	experiment_51	experiment_52	experiment_53	experiment_54	experiment_55	experiment_56	experiment_57	experiment_58	experiment_59	experiment_60	experiment_61	experiment_62	experiment_63	experiment_64	experiment_65	experiment_66	experiment_67	experiment_68	experiment_69	experiment_70	experiment_71	experiment_72	prop DEGs	gene id
PA4709_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	1	0	0	0	1	1	1	1	1.0	0.0	0	0.0	1	0	0	1.0	1	0	0	0	1.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	0.0	0	0	0	1.0	0	0	0	0	1.0	1.0		1.0	1.0	0.0	0.0	0.0	0.0	0.2465753424657534	PA4709
PA4710_at	1	0	1	1	0	0.0	0	0.0	1	1.0	0	1	0	0	1	1	1	1	1	0.0	0.0	0	0.0	1	0	0	0.0	1	0	1	1	1.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	0.0	1	0	0	1.0	0	0	0	0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.3424657534246575	PA4710
PA4711_at	1	0	0	0	0	0.0	0	0.0	1	0.0	0	1	0	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	0	0	1	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	0.0		0.0	0.0	0.0	0.0	0.0		1.0	0.1780821917808219	PA4711
PA4712_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	1	0	0	0	1	0	1	0	0.0	0.0	0	0.0	1	0	0		0	0	1	1	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	1	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	1.0	0.0		0.0	0.1232876712328767	PA4712
PA4713_at	1	0	0	0	0	0.0	0	0.0	1	0.0	0	1	1	0	1	1	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	1	0	1	0	0.0	0	1	0	1	0	0	0	0	0	1.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2876712328767123	PA4713
PA4714_at	1	0	1	1	0	0.0	0	0.0	1	1.0	1	1	0	0	0	0	1	1	1	0.0	0.0	1	0.0	1	0	0	0.0	0	0	1	1	1.0	0	1	0	0	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	1	0	0	0.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3013698630136986	PA4714
PA4715_at	0	0	1	1	0	0.0	0	0.0	1	0.0	0	1	1	0	1	1	0	1	1	0.0	1.0	0	0.0	1	0	0	1.0	1	0	1	0	1.0	0	1	0	0	1	0	0	0	0	1.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3013698630136986	PA4715
PA4716_at	1	0	0	0	0	0.0	0	0.0	1	0.0	0	0	0	0	0	1	1	1	0	0.0	1.0	0	0.0	1	0	0		0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.136986301369863	PA4716
PA4717_at	1	0	0	1	0	0.0	0	0.0	0	0.0	1	1	1	0	1	1	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	0	1.0	0	1	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.273972602739726	PA4717
PA4718_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	1	0	0	0	1	1	1	0	0.0	1.0	0	0.0	1	0	0	1.0	1	0	1	0	0.0	0	0	0	0	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1917808219178082	PA4718
PA4719_at	1	0	0	1	0	0.0	0	0.0	0	1.0	1	1	1	0	0	1	1	1	0	0.0	0.0	0	1.0	1	0	0	1.0	1	0	1	1	1.0	0	0	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	1.0	0	0	0.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3150684931506849	PA4719
PA4720_trmA_at	0	0	0	1	0	0.0	0	0.0	0	1.0	1	1	1	0	0	0	0	1	0	0.0	0.0	0	0.0	1	0	0	0.0	0	0	1	1	0.0	0	0	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2054794520547945	PA4720
PA4721_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	1	0	0	0	1	0	1	0	0.0	0.0	0	0.0	1	0	0	0.0	0	1	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1232876712328767	PA4721
PA4722_at	0	0	1	0	0	0.0	0	0.0	1	0.0	0	0	0	0	1	0	0	1	0	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.136986301369863	PA4722
PA4723_dksA_at	1	0	0	1	0	1.0	1	0.0	1	1.0	0	1	0	0	1	1	1	1	0	0.0	1.0	0	0.0	0	0	0	1.0	0	1	1	1	1.0	0	0	0	0	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2876712328767123	PA4723
PA4724_at	1	0	0	0	0	0.0	0	0.0	1	1.0	1	0	1	0	0	1	0	1	1	0.0	1.0	0	0.0	1	0	0		0	0	1	1	1.0	0	0	0	0	1	0	0	0	0	1.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0		0.0	0.0	0.0	0.0		0.0	1.0	0.2191780821917808	PA4724
PA4725_at	1	0	0	0	0	0.0	0	0.0	0	0.0	0	1	0	0	0	1	0	1	0	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1232876712328767	PA4725
PA4726_at	1	0	1	1	0	0.0	0	0.0	0	0.0	0	1	1	0	0	1	1	1	1	0.0	0.0	0	0.0	1	1	0	0.0	1	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	1	0	0	0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.2602739726027397	PA4726
PA4727_pcnB_at	1	0	1	1	0	0.0	0	0.0	0	1.0	0	1	0	0	0	0	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	1	1	1	0	1.0	0	0	0	0	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2602739726027397	PA4727
PA4728_folK_at	0	0	0	1	0	0.0	0	0.0	0	1.0	1	0	1	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	1	0.0	0	0	0	0	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2328767123287671	PA4728
PA4729_panB_at	1	0	0	1	0	0.0	1	0.0	0	1.0	0	1	1	0	1	0	0	1	0	0.0	0.0	0	0.0	1	0	0	1.0	1	1	1	0	1.0	0	0	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2876712328767123	PA4729
PA4730_panC_at	1	0	1	1	0	0.0	1	0.0	0	1.0	0	1	1	0	0	0	0	1	1	0.0	0.0	0	0.0	1	0	0	1.0	0	1	1	0	0.0	0	0	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.273972602739726	PA4730
PA4731_panD_at	1	0	0	0	0	0.0	1	0.0	1	1.0	0	1	1	0	0	0	1	1	0	0.0	0.0	0	0.0	1	0	0	1.0	0	0	1	0	0.0	0	0	0	1	1	0	0	0	0	1.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	1	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.2602739726027397	PA4731
PA4732_pgi_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	0	0	0	0	0	0	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	0	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136986301369863	PA4732
PA4733_acsB_at	1	0	0	1	0	1.0	0	0.0	1	0.0	0	1	1	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	1.0	0	1	1	1	1.0	0	0	0	1	0	1	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	1	0	0	1.0	1	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3561643835616438	PA4733
PA4734_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	1	1	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.136986301369863	PA4734
PA4735_at	1	0	0	0	0	0.0	0	0.0	1	0.0	0	1	1	0	0	0	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2328767123287671	PA4735
PA4736_at	1	0	0	0	0	0.0	0	0.0	0	0.0	1	1	1	0	0	0	1	1	1	0.0	1.0	0	0.0	1	1	0	0.0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1917808219178082	PA4736
PA4737_at	1	0	0	0	0	0.0	0	0.0	1	0.0	0	1	1	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	1	0.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	1.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			0.2328767123287671	PA4737
PA4738_at	1	0	0	1	0	0.0	1	0.0	1	1.0	0	1	1	0	1	0	1	1	0	0.0	1.0	0	0.0	1	1	0	0.0	1	0	1	1	1.0	1	1	0	1	1	0	0	1	0	1.0	0.0	0	0.0	0	1	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.410958904109589	PA4738
PA4739_at	1	0	1	1	0	0.0	1	0.0	1	1.0	0	1	1	0	1	0	1	1	0	0.0	1.0	0	0.0	1	1	0	0.0	1	1	1	1	1.0	1	1	0	1	1	0	0	1	0	1.0	0.0	0	0.0	0	1	0	0	0	1.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.4657534246575342	PA4739
PA4740_pnp_at	1	0	1	0	0	1.0	1	0.0	1	1.0	0	1	1	0	1	1	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	1	1	1	1.0	0	1	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	1	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3698630136986301	PA4740
PA4741_rpsO_at	1	0	1	1	0	1.0	1	0.0	1	1.0	1	1	0	0	0	0	1	1	0	0.0	1.0	0	0.0	1	0	0	1.0	0	1	1	1	1.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	1	0	0	0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.3561643835616438	PA4741
PA4742_truB_at	1	0	1	1	0	1.0	0	0.0	1	1.0	0	1	1	0	1	0	1	1	1	0.0	1.0	1	0.0	1	0	0	1.0	0	1	1	1	1.0	0	0	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3835616438356164	PA4742
PA4743_rbfA_at	1	0	1	1	0	1.0	1	0.0	1	1.0	1	1	1	0	0	0	1	1	1	0.0	1.0	1	0.0	1	0	0	1.0	0	0	1	1	1.0	0	0	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.3972602739726027	PA4743
PA4744_infB_at	1	0	1	1	0	1.0	1	0.0	1	1.0	0	1	1	0	0	0	1	1	1	0.0	1.0	1	0.0	1	0	0	1.0	0	1	1	1	1.0	0	1	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	1.0	0	0	0	1.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.410958904109589	PA4744
PA4745_nusA_at	1	0	1	1	0	1.0	1	0.0	1	1.0	1	1	1	0	0	0	1	1	1	0.0	1.0	0	0.0	1	1	0	1.0	1	1	1	1	1.0	0	1	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	1.0	0	0	0	1.0	1	0	0	0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.4520547945205479	PA4745
PA4746_at	1	0	1	1	0	1.0	0	0.0	1	1.0	1	1	1	0	0	0	1	1	1	0.0	1.0	0	0.0	1	1	0	1.0	1	0	1	1	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	1	1.0	0	0	0	1.0	0	1	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3698630136986301	PA4746
PA4747_secG_at	1	0	0	1	0	0.0	1	0.0	1	1.0	1	1	0	0	0	0	1	1	1	0.0	1.0	0	1.0	1	1	0	1.0	0	1	1	0	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3150684931506849	PA4747
PA4748_tpiA_at	1	0	1	1	0	1.0	1	0.0	1	1.0	1	1	0	0	0	0	1	1	1	0.0	1.0	0	0.0	1	1	0	1.0	1	1	1	1	1.0	0	0	0	0	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3424657534246575	PA4748
PA4749_glmM_at	0	0	1	0	0	0.0	1	0.0	1	0.0	1	1	1	0	1	1	1	1	1	0.0	0.0	0	0.0	1	1	0	0.0	0	1	1	0	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	1	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.273972602739726	PA4749
PA4750_folP_at	0	0	0	1	0	0.0	0	0.0	1	0.0	1	1	1	0	0	1	1	1	1	0.0	1.0	0	0.0	1	1	0	0.0	1	1	1	1	0.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3013698630136986	PA4750
PA4751_ftsH_at	0	0	1	1	0	1.0	0	0.0	0	0.0	0	1	0	0	0	1	1	0	0	0.0	1.0	0	0.0	1	1	0	0.0	1	0	1	1	1.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	1	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2191780821917808	PA4751
PA4752_ftsJ_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	1	1	0	0	1	1	1	1	0.0	0.0	0	0.0	1	0	0	0.0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	1.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2191780821917808	PA4752
PA4753_at	0	0	1	0	0	1.0	0	0.0	1	1.0	0	1	0	0	0	1	1	1	0	0.0	1.0	0	1.0	1	1	0	1.0	1	1	1	1	1.0	0	0	0	0	0	0	0	0	0	1.0	0.0	0	0.0	0	0	0	0	1	0.0	0	0.0	0	1	0.0	0	0	0	1.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.3561643835616438	PA4753
PA4754_at	1	0	0	0	0	0.0	0	0.0	0	1.0	0	1	1	0	0	0	1	1	1	0.0	1.0	0	0.0	1	1	0	0.0	0	1	1	1	0.0	0	1	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	1.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3013698630136986	PA4754
PA4755_greA_at	1	0	1	0	0	0.0	1	0.0	0	1.0	1	1	0	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	1	1	0	0.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2602739726027397	PA4755
PA4756_carB_at	1	0	1	0	0	1.0	1	0.0	1	0.0	0	1	1	0	1	0	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	1	1	1	0	0.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3150684931506849	PA4756
PA4757_at	0	0	1	0	0	1.0	1	0.0	1	1.0	0	0	1	0	1	0	1	1	1	0.0	1.0	0	0.0	1	0	0	1.0	1	1	1	1	0.0	0	1	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3424657534246575	PA4757
PA4758_carA_at	1	0	1	0	0	0.0	1	0.0	0	1.0	0	1	1	0	1	1	1	1	1	0.0	0.0	0	0.0	1	0	0	0.0	1	1	1	1	0.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.3013698630136986	PA4758
PA4759_dapB_at	0	0	1	0	0	1.0	0	0.0	0	0.0	0	1	1	0	0	1	1	1	1	1.0	1.0	0	1.0	1	0	0	1.0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.273972602739726	PA4759
PA4760_dnaJ_at	1	0	1	0	0	1.0	0	0.0	0	0.0	0	1	0	0	0	1	1	1	1	1.0	1.0	0	0.0	1	0	0	0.0	1	0	1	1	1.0	0	0	0	0	0	0	0	0	0	1.0	0.0	0	1.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.3013698630136986	PA4760
PA4761_dnaK_at	1	0	1	1	0	1.0	1	0.0	0	0.0	0	1	0	0	0	1	1	0	1	1.0	1.0	1	0.0	1	0	0	1.0	1	0	1	1	1.0	0	0	0	0	0	0	0	0	0	1.0	0.0	0	1.0	0	0	0	0	0	0.0	0	0.0	0	1	1.0	0	0	0	1.0	1	0	0	0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.3972602739726027	PA4761
PA4762_grpE_at	1	0	1	1	0	0.0	1	0.0	1	0.0	0	1	0	0	0	1	1	1	0	1.0	1.0	1	0.0	1	0	0	1.0	1	0	1	1	1.0	0	0	0	0	0	0	0	0	0	1.0	0.0	0	1.0	0	0	0	1	0	0.0	0	0.0	0	1	1.0	0	0	0	1.0	0	0	0	0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.3835616438356164	PA4762
PA4763_recN_at	0	0	0	0	0	0.0	0	0.0	1	1.0	0	1	0	0	0	1	0	1	0	0.0	1.0	0	1.0	1	0	0	1.0	1	0	1	1	1.0	0	0	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	1	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2602739726027397	PA4763
PA4764_fur_at	1	0	0	0	0	0.0	0	0.0	1	0.0	1	0	0	0	0	1	1	1	1	0.0	1.0	0	0.0	1	1	0	0.0	0	0	1	1	0.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1917808219178082	PA4764
PA4765_omlA_at	1	0	1	1	0	0.0	1	0.0	1	1.0	0	1	0	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	1.0	1	1	1	1	1.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3150684931506849	PA4765
PA4766_at	0	0	0	0	0	0.0	0	0.0	1	1.0	0	1	0	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	1	0.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1917808219178082	PA4766
PA4767_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	0	0	0	0	0	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	0	0.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136986301369863	PA4767
PA4768_smpB_at	1	0	0	1	0	0.0	0	0.0	1	1.0	0	1	1	0	1	1	1	1	0	0.0	0.0	0	0.0	1	0	0	0.0	1	1	1	1	1.0	0	0	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3013698630136986	PA4768
PA4769_at	0	0	0	0	0	0.0	0	0.0	1	1.0	0	1	0	0	0	1	1	1	0	0.0	0.0	0	0.0	1	0	0	0.0	0	0	1	1	0.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1643835616438356	PA4769
PA4770_lldP_at	1	0	1	1	0	0.0	0	0.0	1	1.0	1	1	1	0	0	1	1	1	1	1.0	1.0	0	0.0	1	0	0	0.0	1	0	1	1	1.0	0	1	0	0	0	0	0	0	0	1.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	1	0	0	0.0	0	0	0	0	0.0	1.0	0.0	1.0	0.0	1.0		0.0	1.0	0.3698630136986301	PA4770
